Nome,Data,ValorKB,ValorPC,ValorNE
"TV Samsung T5300 43""",2022-04-29 06:00:00,R$ 1200.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-04-29 06:00:00,R$ 1152.00,R$ 920.00,R$ 1060.00
Xbox Series S,2022-04-29 07:00:00,R$ 1100.00,R$ 1550.00,R$ 1162.20
iPhone 11 64GB,2022-04-29 07:00:00,R$ 2755.20,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 07:00:00,R$ 1200.00,R$ 1488.00,R$ 1110.00
Nintendo Switch,2022-04-29 07:00:00,R$ 1152.00,R$ 920.00,R$ 1060.00
Xbox Series S,2022-04-29 08:00:00,R$ 1100.00,R$ 2046.00,R$ 1417.89
iPhone 11 64GB,2022-04-29 08:00:00,R$ 2755.20,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 08:00:00,R$ 1200.00,R$ 1636.80,R$ 1500.00
Nintendo Switch,2022-04-29 08:00:00,R$ 800.00,R$ 920.00,R$ 1229.60
Xbox Series S,2022-04-29 09:00:00,R$ 1210.00,R$ 2311.98,R$ 1417.89
iPhone 11 64GB,2022-04-29 09:00:00,R$ 2755.20,R$ 2660.00,R$ 3750.00
"TV Samsung T5300 43""",2022-04-29 09:00:00,R$ 1200.00,R$ 1636.80,R$ 645.00
Nintendo Switch,2022-04-29 09:00:00,R$ 800.00,R$ 1518.00,R$ 1229.60
Xbox Series S,2022-04-29 10:00:00,R$ 1100.00,R$ 2311.98,R$ 1417.89
iPhone 11 64GB,2022-04-29 10:00:00,R$ 2755.20,R$ 4309.20,R$ 4912.50
"TV Samsung T5300 43""",2022-04-29 10:00:00,R$ 2100.00,R$ 2733.46,R$ 1083.60
Nintendo Switch,2022-04-29 10:00:00,R$ 1112.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 11:00:00,R$ 1100.00,R$ 1988.30,R$ 2410.41
iPhone 11 64GB,2022-04-29 11:00:00,R$ 3581.76,R$ 4955.58,R$ 7467.00
"TV Samsung T5300 43""",2022-04-29 11:00:00,R$ 3000.00,R$ 2733.46,R$ 1083.60
Nintendo Switch,2022-04-29 11:00:00,R$ 1112.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 12:00:00,R$ 1793.00,R$ 1988.30,R$ 2750.00
iPhone 11 64GB,2022-04-29 12:00:00,R$ 3259.40,R$ 3568.02,R$ 7467.00
"TV Samsung T5300 43""",2022-04-29 12:00:00,R$ 3000.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-29 12:00:00,R$ 800.00,R$ 1315.60,R$ 1000.00
Xbox Series S,2022-04-29 13:00:00,R$ 2312.97,R$ 1988.30,R$ 2750.00
iPhone 11 64GB,2022-04-29 13:00:00,R$ 3259.40,R$ 4388.66,R$ 3509.49
"TV Samsung T5300 43""",2022-04-29 13:00:00,R$ 2070.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-29 13:00:00,R$ 800.00,R$ 1315.60,R$ 1000.00
Xbox Series S,2022-04-29 14:00:00,R$ 1896.64,R$ 1332.16,R$ 2750.00
iPhone 11 64GB,2022-04-29 14:00:00,R$ 2460.00,R$ 4388.66,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 14:00:00,R$ 2070.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-29 14:00:00,R$ 800.00,R$ 1315.60,R$ 1480.00
Xbox Series S,2022-04-29 15:00:00,R$ 2750.00,R$ 1332.16,R$ 2750.00
iPhone 11 64GB,2022-04-29 15:00:00,R$ 4059.00,R$ 5441.94,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 15:00:00,R$ 2070.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-04-29 15:00:00,R$ 800.00,R$ 920.00,R$ 1480.00
Xbox Series S,2022-04-29 16:00:00,R$ 2227.50,R$ 1332.16,R$ 2750.00
iPhone 11 64GB,2022-04-29 16:00:00,R$ 2516.58,R$ 5441.94,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 16:00:00,R$ 1200.00,R$ 2310.00,R$ 600.00
Nintendo Switch,2022-04-29 16:00:00,R$ 1400.00,R$ 920.00,R$ 1287.60
Xbox Series S,2022-04-29 17:00:00,R$ 2227.50,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-29 17:00:00,R$ 2516.58,R$ 6475.91,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 17:00:00,R$ 1200.00,R$ 1709.40,R$ 600.00
Nintendo Switch,2022-04-29 17:00:00,R$ 1400.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 18:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-29 18:00:00,R$ 3925.86,R$ 6475.91,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 18:00:00,R$ 1260.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-29 18:00:00,R$ 1400.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 19:00:00,R$ 2750.00,R$ 1160.00,R$ 1430.00
iPhone 11 64GB,2022-04-29 19:00:00,R$ 4946.59,R$ 6650.00,R$ 3240.00
"TV Samsung T5300 43""",2022-04-29 19:00:00,R$ 1200.00,R$ 1620.00,R$ 600.00
Nintendo Switch,2022-04-29 19:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 20:00:00,R$ 1182.50,R$ 1000.00,R$ 1859.00
iPhone 11 64GB,2022-04-29 20:00:00,R$ 4946.59,R$ 3524.50,R$ 3240.00
"TV Samsung T5300 43""",2022-04-29 20:00:00,R$ 1200.00,R$ 1620.00,R$ 858.00
Nintendo Switch,2022-04-29 20:00:00,R$ 920.00,R$ 1196.00,R$ 1000.00
Xbox Series S,2022-04-29 21:00:00,R$ 1182.50,R$ 1620.00,R$ 2267.98
iPhone 11 64GB,2022-04-29 21:00:00,R$ 6150.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-29 21:00:00,R$ 1200.00,R$ 1620.00,R$ 858.00
Nintendo Switch,2022-04-29 21:00:00,R$ 855.60,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-29 22:00:00,R$ 1100.00,R$ 1620.00,R$ 2267.98
iPhone 11 64GB,2022-04-29 22:00:00,R$ 6150.00,R$ 2660.00,R$ 3360.00
"TV Samsung T5300 43""",2022-04-29 22:00:00,R$ 2016.00,R$ 1200.00,R$ 858.00
Nintendo Switch,2022-04-29 22:00:00,R$ 855.60,R$ 920.00,R$ 1420.00
Xbox Series S,2022-04-29 23:00:00,R$ 1100.00,R$ 1000.00,R$ 2267.98
iPhone 11 64GB,2022-04-29 23:00:00,R$ 5473.50,R$ 2660.00,R$ 5880.00
"TV Samsung T5300 43""",2022-04-29 23:00:00,R$ 3000.00,R$ 1200.00,R$ 1269.84
Nintendo Switch,2022-04-29 23:00:00,R$ 855.60,R$ 1085.60,R$ 1000.00
Xbox Series S,2022-04-30 00:00:00,R$ 1100.00,R$ 1000.00,R$ 2131.90
iPhone 11 64GB,2022-04-30 00:00:00,R$ 2955.69,R$ 2660.00,R$ 6232.80
"TV Samsung T5300 43""",2022-04-30 00:00:00,R$ 2250.00,R$ 1632.00,R$ 600.00
Nintendo Switch,2022-04-30 00:00:00,R$ 855.60,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-30 01:00:00,R$ 1100.00,R$ 1000.00,R$ 2131.90
iPhone 11 64GB,2022-04-30 01:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 01:00:00,R$ 1200.00,R$ 1632.00,R$ 600.00
Nintendo Switch,2022-04-30 01:00:00,R$ 855.60,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-30 02:00:00,R$ 1771.00,R$ 1000.00,R$ 1428.37
iPhone 11 64GB,2022-04-30 02:00:00,R$ 2730.60,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 02:00:00,R$ 1944.00,R$ 1200.00,R$ 822.00
Nintendo Switch,2022-04-30 02:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-30 03:00:00,R$ 1771.00,R$ 1000.00,R$ 1428.37
iPhone 11 64GB,2022-04-30 03:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 03:00:00,R$ 1263.60,R$ 1620.00,R$ 822.00
Nintendo Switch,2022-04-30 03:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-04-30 04:00:00,R$ 1771.00,R$ 1440.00,R$ 1100.00
iPhone 11 64GB,2022-04-30 04:00:00,R$ 2460.00,R$ 2660.00,R$ 4770.00
"TV Samsung T5300 43""",2022-04-30 04:00:00,R$ 1554.23,R$ 1620.00,R$ 822.00
Nintendo Switch,2022-04-30 04:00:00,R$ 800.00,R$ 920.00,R$ 1480.00
Xbox Series S,2022-04-30 05:00:00,R$ 1771.00,R$ 1310.40,R$ 1914.00
iPhone 11 64GB,2022-04-30 05:00:00,R$ 2607.60,R$ 4522.00,R$ 4770.00
"TV Samsung T5300 43""",2022-04-30 05:00:00,R$ 1554.23,R$ 1620.00,R$ 600.00
Nintendo Switch,2022-04-30 05:00:00,R$ 800.00,R$ 1453.60,R$ 2427.20
Xbox Series S,2022-04-30 06:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 06:00:00,R$ 2946.59,R$ 6014.26,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 06:00:00,R$ 1554.23,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-04-30 06:00:00,R$ 800.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-04-30 07:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 07:00:00,R$ 2460.00,R$ 6014.26,R$ 3540.00
"TV Samsung T5300 43""",2022-04-30 07:00:00,R$ 1200.00,R$ 1200.00,R$ 654.00
Nintendo Switch,2022-04-30 07:00:00,R$ 800.00,R$ 1260.40,R$ 2500.00
Xbox Series S,2022-04-30 08:00:00,R$ 2035.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 08:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 08:00:00,R$ 1320.00,R$ 1728.00,R$ 954.84
Nintendo Switch,2022-04-30 08:00:00,R$ 800.00,R$ 1915.81,R$ 1175.00
Xbox Series S,2022-04-30 09:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 09:00:00,R$ 3886.80,R$ 6650.00,R$ 3390.00
"TV Samsung T5300 43""",2022-04-30 09:00:00,R$ 1200.00,R$ 1728.00,R$ 954.84
Nintendo Switch,2022-04-30 09:00:00,R$ 1064.00,R$ 2300.00,R$ 1175.00
Xbox Series S,2022-04-30 10:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 10:00:00,R$ 3886.80,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 10:00:00,R$ 1332.00,R$ 1728.00,R$ 1500.00
Nintendo Switch,2022-04-30 10:00:00,R$ 1064.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-30 11:00:00,R$ 2750.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-04-30 11:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 11:00:00,R$ 1200.00,R$ 1728.00,R$ 1500.00
Nintendo Switch,2022-04-30 11:00:00,R$ 1064.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-04-30 12:00:00,R$ 1952.50,R$ 1570.00,R$ 2502.50
iPhone 11 64GB,2022-04-30 12:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 12:00:00,R$ 1200.00,R$ 1900.80,R$ 1500.00
Nintendo Switch,2022-04-30 12:00:00,R$ 800.00,R$ 2300.00,R$ 1630.00
Xbox Series S,2022-04-30 13:00:00,R$ 1952.50,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-04-30 13:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 13:00:00,R$ 1200.00,R$ 1710.72,R$ 1500.00
Nintendo Switch,2022-04-30 13:00:00,R$ 800.00,R$ 2300.00,R$ 1189.90
Xbox Series S,2022-04-30 14:00:00,R$ 1952.50,R$ 1000.00,R$ 1199.00
iPhone 11 64GB,2022-04-30 14:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 14:00:00,R$ 2016.00,R$ 1710.72,R$ 1500.00
Nintendo Switch,2022-04-30 14:00:00,R$ 800.00,R$ 2300.00,R$ 1189.90
Xbox Series S,2022-04-30 15:00:00,R$ 2750.00,R$ 1000.00,R$ 1199.00
iPhone 11 64GB,2022-04-30 15:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 15:00:00,R$ 2016.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-04-30 15:00:00,R$ 800.00,R$ 2300.00,R$ 1130.40
Xbox Series S,2022-04-30 16:00:00,R$ 2750.00,R$ 1000.00,R$ 1450.79
iPhone 11 64GB,2022-04-30 16:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 16:00:00,R$ 2016.00,R$ 1992.00,R$ 1500.00
Nintendo Switch,2022-04-30 16:00:00,R$ 1312.00,R$ 1909.00,R$ 1650.39
Xbox Series S,2022-04-30 17:00:00,R$ 2750.00,R$ 1000.00,R$ 1900.53
iPhone 11 64GB,2022-04-30 17:00:00,R$ 3198.00,R$ 5918.50,R$ 3930.00
"TV Samsung T5300 43""",2022-04-30 17:00:00,R$ 1330.56,R$ 2928.24,R$ 1500.00
Nintendo Switch,2022-04-30 17:00:00,R$ 800.00,R$ 1909.00,R$ 1650.39
Xbox Series S,2022-04-30 18:00:00,R$ 2750.00,R$ 1000.00,R$ 1900.53
iPhone 11 64GB,2022-04-30 18:00:00,R$ 4988.88,R$ 6650.00,R$ 3930.00
"TV Samsung T5300 43""",2022-04-30 18:00:00,R$ 1849.48,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-30 18:00:00,R$ 1216.00,R$ 1813.55,R$ 1254.30
Xbox Series S,2022-04-30 19:00:00,R$ 1100.00,R$ 1000.00,R$ 1900.53
iPhone 11 64GB,2022-04-30 19:00:00,R$ 4988.88,R$ 6650.00,R$ 3930.00
"TV Samsung T5300 43""",2022-04-30 19:00:00,R$ 2219.37,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-04-30 19:00:00,R$ 1216.00,R$ 920.00,R$ 1254.30
Xbox Series S,2022-04-30 20:00:00,R$ 1100.00,R$ 1000.00,R$ 1482.42
iPhone 11 64GB,2022-04-30 20:00:00,R$ 6150.00,R$ 2660.00,R$ 3930.00
"TV Samsung T5300 43""",2022-04-30 20:00:00,R$ 2219.37,R$ 2430.00,R$ 1500.00
Nintendo Switch,2022-04-30 20:00:00,R$ 1216.00,R$ 1251.20,R$ 1254.30
Xbox Series S,2022-04-30 21:00:00,R$ 1100.00,R$ 1440.00,R$ 1853.02
iPhone 11 64GB,2022-04-30 21:00:00,R$ 4489.50,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-04-30 21:00:00,R$ 1220.66,R$ 2430.00,R$ 1500.00
Nintendo Switch,2022-04-30 21:00:00,R$ 1009.28,R$ 1513.95,R$ 1254.30
Xbox Series S,2022-04-30 22:00:00,R$ 1650.00,R$ 1440.00,R$ 2130.97
iPhone 11 64GB,2022-04-30 22:00:00,R$ 6150.00,R$ 2660.00,R$ 4260.00
"TV Samsung T5300 43""",2022-04-30 22:00:00,R$ 1200.00,R$ 2430.00,R$ 1500.00
Nintendo Switch,2022-04-30 22:00:00,R$ 857.89,R$ 953.79,R$ 1254.30
Xbox Series S,2022-04-30 23:00:00,R$ 1650.00,R$ 1440.00,R$ 1449.06
iPhone 11 64GB,2022-04-30 23:00:00,R$ 6150.00,R$ 4495.40,R$ 4260.00
"TV Samsung T5300 43""",2022-04-30 23:00:00,R$ 1200.00,R$ 1506.60,R$ 1500.00
Nintendo Switch,2022-04-30 23:00:00,R$ 800.00,R$ 1621.44,R$ 1000.00
Xbox Series S,2022-05-01 00:00:00,R$ 2079.00,R$ 2476.80,R$ 2304.01
iPhone 11 64GB,2022-05-01 00:00:00,R$ 6150.00,R$ 6383.47,R$ 6475.20
"TV Samsung T5300 43""",2022-05-01 00:00:00,R$ 1560.00,R$ 2259.90,R$ 1500.00
Nintendo Switch,2022-05-01 00:00:00,R$ 800.00,R$ 1621.44,R$ 1000.00
Xbox Series S,2022-05-01 01:00:00,R$ 2079.00,R$ 2476.80,R$ 1497.61
iPhone 11 64GB,2022-05-01 01:00:00,R$ 2829.00,R$ 6383.47,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 01:00:00,R$ 1560.00,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-05-01 01:00:00,R$ 1072.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-01 02:00:00,R$ 1100.00,R$ 2476.80,R$ 1497.61
iPhone 11 64GB,2022-05-01 02:00:00,R$ 3140.19,R$ 3064.06,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 02:00:00,R$ 2449.20,R$ 3000.00,R$ 1500.00
Nintendo Switch,2022-05-01 02:00:00,R$ 1747.36,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-01 03:00:00,R$ 1100.00,R$ 2476.80,R$ 1100.00
iPhone 11 64GB,2022-05-01 03:00:00,R$ 2920.38,R$ 2880.22,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 03:00:00,R$ 1200.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-05-01 03:00:00,R$ 1747.36,R$ 1518.00,R$ 1000.00
Xbox Series S,2022-05-01 04:00:00,R$ 1100.00,R$ 1188.86,R$ 1100.00
iPhone 11 64GB,2022-05-01 04:00:00,R$ 3475.25,R$ 2880.22,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 04:00:00,R$ 1584.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-05-01 04:00:00,R$ 2000.00,R$ 2170.74,R$ 1000.00
Xbox Series S,2022-05-01 05:00:00,R$ 1100.00,R$ 1188.86,R$ 1100.00
iPhone 11 64GB,2022-05-01 05:00:00,R$ 2884.46,R$ 4233.92,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 05:00:00,R$ 1200.00,R$ 1200.00,R$ 1185.00
Nintendo Switch,2022-05-01 05:00:00,R$ 2000.00,R$ 2170.74,R$ 1750.00
Xbox Series S,2022-05-01 06:00:00,R$ 1496.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 06:00:00,R$ 2460.00,R$ 4233.92,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 06:00:00,R$ 1200.00,R$ 1560.00,R$ 1185.00
Nintendo Switch,2022-05-01 06:00:00,R$ 2000.00,R$ 2170.74,R$ 1000.00
Xbox Series S,2022-05-01 07:00:00,R$ 1496.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 07:00:00,R$ 3370.20,R$ 5080.71,R$ 4890.00
"TV Samsung T5300 43""",2022-05-01 07:00:00,R$ 1200.00,R$ 2542.80,R$ 1185.00
Nintendo Switch,2022-05-01 07:00:00,R$ 2000.00,R$ 1324.15,R$ 1000.00
Xbox Series S,2022-05-01 08:00:00,R$ 1100.00,R$ 1000.00,R$ 1617.00
iPhone 11 64GB,2022-05-01 08:00:00,R$ 2460.00,R$ 5537.97,R$ 6650.40
"TV Samsung T5300 43""",2022-05-01 08:00:00,R$ 1200.00,R$ 3000.00,R$ 1185.00
Nintendo Switch,2022-05-01 08:00:00,R$ 2000.00,R$ 1257.94,R$ 1000.00
Xbox Series S,2022-05-01 09:00:00,R$ 1100.00,R$ 1000.00,R$ 1875.72
iPhone 11 64GB,2022-05-01 09:00:00,R$ 2460.00,R$ 3101.27,R$ 7500.00
"TV Samsung T5300 43""",2022-05-01 09:00:00,R$ 1200.00,R$ 3000.00,R$ 1185.00
Nintendo Switch,2022-05-01 09:00:00,R$ 2000.00,R$ 1824.02,R$ 1480.00
Xbox Series S,2022-05-01 10:00:00,R$ 1100.00,R$ 1000.00,R$ 1875.72
iPhone 11 64GB,2022-05-01 10:00:00,R$ 2460.00,R$ 3101.27,R$ 5775.00
"TV Samsung T5300 43""",2022-05-01 10:00:00,R$ 1200.00,R$ 1200.00,R$ 1185.00
Nintendo Switch,2022-05-01 10:00:00,R$ 1720.00,R$ 1167.37,R$ 1480.00
Xbox Series S,2022-05-01 11:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-01 11:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-01 11:00:00,R$ 1200.00,R$ 1200.00,R$ 1185.00
Nintendo Switch,2022-05-01 11:00:00,R$ 1720.00,R$ 1167.37,R$ 1480.00
Xbox Series S,2022-05-01 12:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-01 12:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-01 12:00:00,R$ 1200.00,R$ 1200.00,R$ 1410.15
Nintendo Switch,2022-05-01 12:00:00,R$ 1616.80,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-01 13:00:00,R$ 1100.00,R$ 1000.00,R$ 2117.50
iPhone 11 64GB,2022-05-01 13:00:00,R$ 2460.00,R$ 4495.40,R$ 7500.00
"TV Samsung T5300 43""",2022-05-01 13:00:00,R$ 1200.00,R$ 1404.00,R$ 600.00
Nintendo Switch,2022-05-01 13:00:00,R$ 808.40,R$ 1610.00,R$ 1000.00
Xbox Series S,2022-05-01 14:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-01 14:00:00,R$ 2460.00,R$ 4135.77,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 14:00:00,R$ 1200.00,R$ 1404.00,R$ 648.00
Nintendo Switch,2022-05-01 14:00:00,R$ 800.00,R$ 1610.00,R$ 1560.00
Xbox Series S,2022-05-01 15:00:00,R$ 1100.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-01 15:00:00,R$ 2460.00,R$ 4135.77,R$ 4890.00
"TV Samsung T5300 43""",2022-05-01 15:00:00,R$ 1200.00,R$ 2302.56,R$ 648.00
Nintendo Switch,2022-05-01 15:00:00,R$ 800.00,R$ 1304.10,R$ 1560.00
Xbox Series S,2022-05-01 16:00:00,R$ 1782.00,R$ 1000.00,R$ 2750.00
iPhone 11 64GB,2022-05-01 16:00:00,R$ 2460.00,R$ 4135.77,R$ 5427.90
"TV Samsung T5300 43""",2022-05-01 16:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-01 16:00:00,R$ 800.00,R$ 1304.10,R$ 1000.00
Xbox Series S,2022-05-01 17:00:00,R$ 2031.48,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 17:00:00,R$ 2460.00,R$ 6650.00,R$ 5427.90
"TV Samsung T5300 43""",2022-05-01 17:00:00,R$ 1920.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-01 17:00:00,R$ 800.00,R$ 2203.93,R$ 1000.00
Xbox Series S,2022-05-01 18:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 18:00:00,R$ 2460.00,R$ 6650.00,R$ 3690.97
"TV Samsung T5300 43""",2022-05-01 18:00:00,R$ 1920.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-01 18:00:00,R$ 800.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-01 19:00:00,R$ 1760.00,R$ 1400.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 19:00:00,R$ 2460.00,R$ 6650.00,R$ 5536.46
"TV Samsung T5300 43""",2022-05-01 19:00:00,R$ 1536.00,R$ 1872.00,R$ 600.00
Nintendo Switch,2022-05-01 19:00:00,R$ 1104.00,R$ 920.00,R$ 1500.00
Xbox Series S,2022-05-01 20:00:00,R$ 1144.00,R$ 1400.00,R$ 1243.00
iPhone 11 64GB,2022-05-01 20:00:00,R$ 2681.40,R$ 4655.00,R$ 5536.46
"TV Samsung T5300 43""",2022-05-01 20:00:00,R$ 1536.00,R$ 2190.24,R$ 882.00
Nintendo Switch,2022-05-01 20:00:00,R$ 1104.00,R$ 1030.40,R$ 1000.00
Xbox Series S,2022-05-01 21:00:00,R$ 1100.00,R$ 1400.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 21:00:00,R$ 2460.00,R$ 4655.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-01 21:00:00,R$ 2350.08,R$ 2190.24,R$ 600.00
Nintendo Switch,2022-05-01 21:00:00,R$ 1104.00,R$ 1421.95,R$ 1000.00
Xbox Series S,2022-05-01 22:00:00,R$ 1100.00,R$ 1400.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 22:00:00,R$ 2460.00,R$ 6470.45,R$ 3660.00
"TV Samsung T5300 43""",2022-05-01 22:00:00,R$ 3000.00,R$ 1401.75,R$ 600.00
Nintendo Switch,2022-05-01 22:00:00,R$ 1104.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-01 23:00:00,R$ 1914.00,R$ 1568.00,R$ 1100.00
iPhone 11 64GB,2022-05-01 23:00:00,R$ 3763.80,R$ 6650.00,R$ 3367.20
"TV Samsung T5300 43""",2022-05-01 23:00:00,R$ 3000.00,R$ 1401.75,R$ 936.00
Nintendo Switch,2022-05-01 23:00:00,R$ 1424.16,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-02 00:00:00,R$ 1100.00,R$ 1254.40,R$ 1100.00
iPhone 11 64GB,2022-05-02 00:00:00,R$ 2460.00,R$ 2660.00,R$ 3905.95
"TV Samsung T5300 43""",2022-05-02 00:00:00,R$ 1200.00,R$ 2172.72,R$ 600.00
Nintendo Switch,2022-05-02 00:00:00,R$ 1424.16,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-02 01:00:00,R$ 1100.00,R$ 1254.40,R$ 1474.00
iPhone 11 64GB,2022-05-02 01:00:00,R$ 2460.00,R$ 2660.00,R$ 6132.34
"TV Samsung T5300 43""",2022-05-02 01:00:00,R$ 1404.00,R$ 2172.72,R$ 600.00
Nintendo Switch,2022-05-02 01:00:00,R$ 1424.16,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-02 02:00:00,R$ 1100.00,R$ 1254.40,R$ 1871.98
iPhone 11 64GB,2022-05-02 02:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-02 02:00:00,R$ 1200.00,R$ 1781.63,R$ 600.00
Nintendo Switch,2022-05-02 02:00:00,R$ 2000.00,R$ 1196.00,R$ 1570.00
Xbox Series S,2022-05-02 03:00:00,R$ 1716.00,R$ 1254.40,R$ 2750.00
iPhone 11 64GB,2022-05-02 03:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-02 03:00:00,R$ 1200.00,R$ 1264.96,R$ 600.00
Nintendo Switch,2022-05-02 03:00:00,R$ 1300.00,R$ 2009.28,R$ 1334.50
